abstract,extractive,text
Then the project manager opens the meeting announcing that they will address conceptual design and then giving the agenda.,"I suggest we start the meeting uh without Matthew uh
he's uh obviously late for some reason .
Today uh we will uh talk about uh conceptual design .
I hope uh you both did some uh some work uh concerning a uh conceptual design .
Um this will be the uh agenda for the meeting uh .
Uh I will take some minutes uh again .
Um we will have the presentations of y of you different team members ,
and then try to come to decisions uh about the concepts uh you have presented .
we have some uh forty minutes uh to complete this uh .","ME: Right first time this time .
ME: Nu
ME: There we go .
ME: It's not that complicated ,
ME: but I get it wrong every time .
ME: 
ID: Okay so
ID: we are just waiting for Matthew .
ME: For Matthew , yep .
PM: Mm .
PM: Uh So
PM: I suggest we start the meeting uh without Matthew uh
PM: he's uh obviously late for some reason .
ME: Mm-hmm .
ID: Mm 'kay .
PM: Good . Um .
PM: Today uh we will uh talk about uh conceptual design .
PM: I hope uh you both did some uh some work uh concerning a uh conceptual design .
ME: Mm-hmm .
PM: I hope uh you both did some uh some work uh concerning a uh conceptual design .
PM: Um this will be the uh agenda for the meeting uh .
PM: Uh I will take some minutes uh again .
PM: Um we will have the presentations of y of you different team members ,
PM: and then try to come to decisions uh about the concepts uh you have presented .
ME: Mm-hmm .
ME: Yep .
ID: Yep .
PM: So
PM: and that uh will uh
PM: we have some uh forty minutes uh to complete this uh .
ID: Mm-hmm .
ME: Mm-hmm .
PM: So um
PM: who has the fir
PM: do you ha Anna do you have your presentation ready ?
ME: I have a presentation ,
ME: I'm just making this
ID: Yeah
ID: I think yeah the Matthew it is it's important that Matthew yeah is here
ID: because it's really a a team uh project with a team
PM: Okay .
PM: Ah
PM: there is Matthew .
ID: because it's really a a team uh project with a team
ID: and if someone is not here then we cannot
ID: but it's okay it's good .
UI: Sorry .
ME: Okay
ME: I'll just email you this file , my presentation .
PM: So .
PM: Good .
PM: Do presentation ready ?
ME: Mm-hmm
ME: I'm just emailing it to you .
PM: Oh okay .
ID: 
UI: So
PM: So
PM: did you manage uh
UI: Yeah
UI: I sent you the slides ,
UI: you didn't see them ?
PM: Oh yes I see him , good yes .
UI: Okay .
UI: .
PM: No .
UI: So
UI: 'Kay .
ME: Okay it should've gone through to you .
UI: 
PM: Okay mm yes I have it .
UI: 
ME: Mm-hmm . Okay so"
"The Project Manager discussed the projected price point, profit aim, and production cost for the project.","what we know is that we have to sell this uh remote control for about twenty five Euros .
And uh we have to make a profit of fifty million Euros ,
so we have to uh use a big market in Europe .
The production cost are about half the price of selling price ,
can someone make a a calculation about how many we have to sell of these to make fifty million ,","PM: Okay , so uh
PM: what we know is that we have to sell this uh remote control for about twenty five Euros .
ID: Excuse me .
PM: Okay ,
PM: that's .
PM: And uh we have to make a profit of fifty million Euros ,
PM: so we have to uh use a big market in Europe .
UI: Piece of cake .
PM: The production cost are about half the price of selling price ,
PM: sorry .
UI: Uh easy .
PM: So
PM: can someone make a a calculation about how many we have to sell of these to make fifty million ,
PM: I dunno ."
"The Project Manager then instructed the User Interface Designer to research users' requirements, and instructed the Industrial and User Interface Designers to research the functions and usability features that were discussed in the meeting.","So so I will ask the Industrial Designer to find out more about this industrial design so any working any working function we have discussed .
So then I will ask the User Interf Interface Designer to to think about the point we discussed like the number of buttons , the the fact that is lighted or not , things like that , and what would be convenient for the user .
And also um I will ask the Market Expert to uh try to find out what are the absolute requirements , what is absolutely needed in a remote control uh for the user .
and uh look at your mail because you will receive uh some good advice soon .","PM: Okay . So
PM: next meeting is in thirty minutes or
PM: so uh . Don't pani .
PM: So so I will ask the Industrial Designer to find out more about this industrial design so any working any working function we have discussed .
ID: Don't panic .
ID: Mm-hmm .
PM: So then I will ask the User Interf Interface Designer to to think about the point we discussed like the number of buttons , the the fact that is lighted or not , things like that , and what would be convenient for the user .
UI: Mm-hmm .
PM: And also um I will ask the Market Expert to uh try to find out what are the absolute requirements , what is absolutely needed in a remote control uh for the user .
PM: So .
PM: And then uh I will uh just ask you to think about that
PM: and uh look at your mail because you will receive uh some good advice soon .
UI: Mm .
PM: So .
PM: Thank you
PM: I think that's all for this point .
UI: Good .
ID: Mm-hmm .
UI: 
ME: Thank you
UI: Uh , so we come back in five minutes ?
UI: Half an hour .
PM: Anyway you will receive some messages .
PM: 
PM: Be careful .
PM: You eat it ?
PM: Does it move uh ?
PM: Okay , but I don't know if it uh is still correctly uh
PM: We'll see .
ID: Ah ."
The group introduced themselves to each other.,"Um , I'm Abigail Claflin .
and I guess we should all get acquainted .
So this is our kick off meeting . Um
Hi I'm Chiara , I'm the um Marketing Expert .
I'm Stephanie and I am the User Interface Designer .
I'm Krista and I'm the Industrial Designer .","PM: Here we go .
PM: Welcome everybody .
PM: Um , I'm Abigail Claflin .
PM: You can call me Abbie .
PM: 'S see . PowerPoint , that's not it .
PM: There we go .
PM: So this is our kick off meeting . Um
PM: and I guess we should all get acquainted .
PM: Let's shall we all introduce ourselves ?
ME: Hi I'm Chiara , I'm the um Marketing Expert .
ME: Um , would you like me to talk about my aims at the moment , or would you like me to just say my name and then we can talk about business later ?
PM: I think we'll get around to that , yeah .
PM: So this is just introductions yeah .
ME: We'll get round to that later .
ME: My name is Chiara and I'm the Marketing Expert .
PM: Okay .
PM: I forgot to s say I'm the Project Manager but I figured you all knew that already ,
PM: um so .
ID: 
UI: 
UI: I'm Stephanie and I am the User Interface Designer .
ID: I'm Krista and I'm the Industrial Designer .
PM: Okay ."
The project manager opened the meeting and stated the agenda to the team members.,"I hope you're ready for this uh functional design meeting .
I will take the minutes
you mm you three are going to do presentation .
Um uh we want to know to at the end to know the new project's requirement
we need uh to know the the user uh needs
we want to know how it going to work
third part uh I don't remember
let's go for the three presentations ,","PM: So
ME: So
PM: I hope you're ready for this uh functional design meeting .
ME: Of course .
PM: Um so
PM: I will take the minutes
PM: you mm you three are going to do presentation .
PM: Um uh we want to know to at the end to know the new project's requirement
PM: so
PM: we need uh to know the the user uh needs
PM: that we want to fulfil to fulfil the from the technical part
PM: we want to know how it going to work
PM: and um
ME: 
PM: third part uh I don't remember
PM: which is not very good .
ME: 
PM: Ah of course ,
PM: how to to design this uh this
PM: yeah .
ME: Nice stuff
PM: So um
PM: let's go for the three presentations ,
PM: so first um Marketing Expert .
ME: Who starts ?
PM: So wait a minute . Mm .
ME: Oh .
ME: Ha ."
"They also discussed the look of various materials that may be used in the design, in keeping with the company's goal to create fashionable electronics.","about what you're saying about the uh does does it need to be fashionable ?
I I had a quick look at the company website
and it's like the the uh we put the fashion into electronics ,
I mean you don't you you can still have plastic
we don't have to use metal ,
and the Telewest remote controls are silver plastic ,
I mean there's Sky remote controls and everything .
They're kind of moulded
so yeah I guess that's stuff we can think about .","PM: Um , right , okay
PM: we've got half an hour before the next meeting ,
PM: so we're all gonna go off and do our individual things . Um
PM: I think that's probably about it
PM: and then we'll come back and liaise again
PM: and I get to do another fantastic PowerPoint presentation .
ID: Yeah .
ID: Just just a quick thing about the um
ID: about what you're saying about the uh does does it need to be fashionable ?
ID: The sort of
ID: I I had a quick look at the company website
ID: and it's like the the uh we put the fashion into electronics ,
ID: so I think think the whole design thing might be qui
ID: I mean you don't you you can still have plastic
ID: and it'd look quite good but
PM: Sure .
ME: Ah right .
UI: Okay .
PM: Okay .
ME: Okay .
ME: Sure b
ME: y yeah .
ME: But yeah , I mean it doesn't have to be that , you know
ME: th that was my main point ,
ME: we don't have to use metal ,
ME: I don't know if using plastic does make it cheaper ,
ME: I presume it would .
ME: Yeah , yeah , yeah .
ID: Yeah .
PM: Mm .
ID: Yeah . Yeah .
PM: I would
PM: it would probably .
ME: Right .
ME: Okay .
PM: I mean there's Sky remote controls and everything .
PM: They're kind of moulded
PM: and look a bit different ,
PM: and the Telewest remote controls are silver plastic ,
PM: which looks a bit smarter ,
PM: so yeah I guess that's stuff we can think about .
PM: Okay , so let's break it up there .
ME: 'Kay .
PM: Okay ?
PM: So , see you in half an hour .
ID: Okay .
ME: Do we go back to our room ? Yep ?
PM: I think so , yeah .
UI: Mm , yeah ."
"They are happy with the creativity, leadership, and teamwork within the group, and close the meeting by thanking one another.",So I I thank you all very much .,"PM: Um then celebration .
ME: Celebration .
ME: Today we have apple juice and after we sell m million of 'em we have champagne .
UI: Cel celebration yes , yes .
ID: Ah .
PM: 
UI: 
ID: 
PM: So I I thank you all very much .
PM: Um , I think this was very good
PM: and um
ME: Mm-hmm .
ID: Yeah .
PM: I think we did come up with a new product that's uh feasible .
PM: Feasible from the production point of view and feasible from a marketing point of view .
ME: Mm-hmm .
ME: Mm-hmm .
PM: So , thank you .
ME: Okay .
ID: Yeah .
UI: Thank you .
ID: Thank you very much .
ME: Okay .
ME: Watch I I have my cord behind you here .
ME: Okay .
UI: Okay .
PM: I always get it on here , but getting it off is
ID: Do we do we have some time left ?
ID: Uh you have
UI: They say it's forty minutes .
PM: Ah yes we have time later
PM: but we don't
ME: But we we were told we could end the final meeting at any time , whenever we felt we were finished .
UI: Okay .
ID: Oh , alright .
ME: It'll take me the rest of the time to get my microphone out from my necklace .
ME: 
ME: Oh , there we go ."
The project manager opened the meeting and recapped the decisions made in the previous meeting.,"It's the conceptual design meeting .
And a few points of interest in this meeting um are the conceptual specification of components . Uh conceptual specification of design . And also trend-watching .
Um but first I'll show you the agenda .
Uh first the opening .
Then we have three presentations .
Uh after that we have to come to a decision on remote control concepts .
Then a little uh thing about the last meeting .
Uh these are the points um we agreed on . The requirements and the target market .
Uh requirements are uh teletext , docking station , audio signal , small screen , with some extras that uh button information .
And we are going to use default materials .
And we're going to target uh sixty to to eighty year old customers .
um I suggest let's get started with the presentations .","PM: Okay . Uh
PM: good afternoon .
PM: This is our third meeting already .
PM: I hope you enjoyed your lunch .
PM: I did anyway .
PM: Um let's see .
ME: Good afternoon .
PM: Presentation three .
PM: Okay
PM: this is um the second phase uh we're going to discuss today .
PM: It's the conceptual design meeting .
PM: And a few points of interest in this meeting um are the conceptual specification of components . Uh conceptual specification of design . And also trend-watching .
PM: Um these are hopefully the points you addressed in uh your pre uh presentations
PM: you're going to show me in a few minutes .
PM: Um but first I'll show you the agenda .
PM: Uh first the opening .
PM: Then we have three presentations .
PM: Uh after that we have to come to a decision on remote control concepts .
PM: How we're going to make it .
PM: And then we're closing .
PM: We have about forty minutes .
PM: Uh so I suggest let's get started .
PM: Uh did someone encounter any problems during the preparation ?
PM: No ?
PM: Everything fine ?
PM: That's nice .
UI: No .
ME: 
PM: Then a little uh thing about the last meeting .
PM: Uh these are the points um we agreed on . The requirements and the target market .
PM: Uh requirements are uh teletext , docking station , audio signal , small screen , with some extras that uh button information .
PM: And we are going to use default materials .
PM: Um does somebody have any comments on these requirements ? Maybe ?
PM: No ?
PM: These are just the the things we thought of ,
PM: so maybe if you figured something else or thought of something else , just let me know .
PM: And maybe we can uh work it out .
PM: And we're going to target uh sixty to to eighty year old customers .
PM: So
PM: now everybody knows what we're do we're doing ,
PM: um I suggest let's get started with the presentations .
PM: So
PM: shall we keep the same uh line-up as uh last time ?
ME: Sure .
ME: I'll start off then .
PM: Okay .
PM: Good luck .
ME: Doh ."
The Project Manager presented the final cost of the remote with the finalized list of components.,"let's start with the cost aspect
I look at the aspect discussed last time ,
that is to say uh to have a standard battery ,
to have a yellow banana shaped uh case with uh a rubber material around it
uh to feel spongy ,
and uh also at the different aspect like having a wheel etcetera .
And the cost ended to be ten point seven Euros .","PM: Okay .
PM: Je croix que c'est dommage de le
PM: it will be sad to destroy this prototype .
PM: It really looks like a banana .
UI: It is a banana .
PM: It is a banana .
UI: It is the essence of bananas .
UI: I would be confused with this thing .
PM: 
UI: 
PM: 
PM: Mm .
UI: S
ID: 
ME: Mm-hmm .
PM: Okay .
PM: Hi .
PM: So we are here for the detailed design meeting .
UI: How is everyone ?
ID: Hi .
ME: 
UI: Mm-hmm .
PM: So
PM: we will uh
PM: I will first present what we are going to do in this meeting .
PM: Then uh I've
PM: I will also take notes during this meeting
PM: and I will send you uh a summary then as usual .
PM: We will then look at the evaluation criteria of the prototype presented by uh our two colleagues
PM: that make good work .
PM: And uh then we will see the financial aspects and the cost of the product .
PM: Then we will uh evaluate the product .
ID: 
ME: 
PM: And uh end with the conclusion of this project and see whether it fits with it fulf if it fulfil the requirement or not .
ID: Mm-hmm .
PM: So
PM: d
PM: let's start with the cost aspect
PM: so so
PM: I look at the aspect discussed last time ,
PM: that is to say uh to have a standard battery ,
PM: to have a yellow banana shaped uh case with uh a rubber material around it
PM: to be
PM: uh to feel spongy ,
ID: 
UI: Like a banana .
ME: 
PM: and uh also at the different aspect like having a wheel etcetera .
PM: And the cost ended to be ten point seven Euros .
PM: So
PM: which is uh good ,
PM: because we had a price gap of twelve point five Euros .
ID: Mm-hmm .
ID: Mm-hmm .
ME: 
PM: So
PM: for the financial aspect it's okay ,
PM: we can uh we can continue with this product uh as if ,
PM: and we are now going to see the project evaluation with uh our marketing expert ."
"The project manager opens the meeting by going through notes from the last meeting, recapping the topics covered.","welcome to the second meeting of this uh design group .
Um I'll briefly go through the uh notes of the of the last meeting
we we s we saw that the the problems with existing remote controls were the uh b a boring shape and boring colour .
Um and and we s we saw that the um what we needed to do was to to make sure the device um controls several items ,
that switching was easy ,
that you shouldn't need to point the thing at uh anything in particular ,
um that it need to be contoured to make it interesting ,
that the keys might be concave ,
Um should have interchangeable fascias
um illuminated
Um and that people might want it as as in addition to their existing remote controls .
And that it shouldn't be too small ,
mm that it it gets lost . Um .","ID: 
PM: Okay ,
PM: welcome to the second meeting of this uh design group .
PM: Um I'll briefly go through the uh notes of the of the last meeting
PM: uh just done in in note form
PM: and I haven't attributed anything to individuals ,
PM: because we're working strictly as a team here
PM: and uh n nobody's working equally ,
PM: so uh . Um
PM: we we s we saw that the the problems with existing remote controls were the uh b a boring shape and boring colour .
UI: Sorry .
PM: Um and and we s we saw that the um what we needed to do was to to make sure the device um controls several items ,
PM: that switching was easy ,
PM: that you shouldn't need to point the thing at uh anything in particular ,
PM: um that it need to be contoured to make it interesting ,
PM: that the keys might be concave ,
PM: simply because that hasn't been done before that we know of .
PM: Um should have interchangeable fascias
PM: so people can personalise it ,
PM: um illuminated
PM: so that people can see it in dark rooms .
PM: Um and that people might want it as as in addition to their existing remote controls .
PM: Um and that it sh it should just always work , whenever you uh um mm uh use it .
PM: And that it shouldn't be too small ,
PM: mm that it it gets lost . Um .
PM: Now uh uh
PM: I'll shortly ask for for three three presentations .
PM: Uh before I do that , however , I will go through some new project requirements
PM: that um the the management have placed on us
PM: and uh will be challenging in terms of what we discussed at the first meeting .
PM: Um the uh the ma the management has had it's own thoughts on this"
"Since they all know what a whiteboard is, they do a virtual drawing by each stating their favorite animal.","everybody knows what whiteboard is
so we'll um uh we'll do a virtual drawing on the on on the whiteboard of of your your own uh uh favourite animal ,
but le let's go round the table ,
Um , badger .
Um probably a duck
Uh 's horses ,
I think homo sapien","PM: So
PM: I I
PM: everybody knows what whiteboard is
PM: so we'll um uh we'll do a virtual drawing on the on on the whiteboard of of your your own uh uh favourite animal ,
PM: but le let's go round the table ,
PM: your favourite animal .
ME: Um , badger .
ME: Uh it's it's got nice contrast with black and white and uh
ME: I feel they're underdog kind of status
ME: and they're , the
PM: Mm and why ?
PM: Uh-huh .
PM: Oh right
PM: uh my my wife says my beard looks like a badger's arse
PM: 'cause of the the white streaks in it .
PM: Kendra .
ME: 
ID: 
UI: Um probably a duck
UI: I just I li I like the way they look
UI: and they're just nice animals
UI: and I like how they can fly or swim or walk around or whatever .
PM: Uh-huh .
PM: Right ,
PM: okay .
ID: Uh 's horses ,
ID: no particular reason why .
UI: 
PM: Uh-huh ,
PM: fair enough yeah .
PM: I'm not sure that I've got any favourite animal to be quite honest ,
PM: I think homo sapien
PM: because of their their uh overall ability to uh uh
ID: 
UI: 
ME: Make mobile phones and T V remotes
ME: to make T V remotes .
ID: 
PM: Sorry ?
PM: Indeed absolutely yes ,
PM: tha that's um
ID: "
The User Interface Designer also presented the sample speaker technology recently developed by the company.,"Let me just add one more thing that I couldn't say before ,
and that's just that there's the new technology that they've developed on the voice recognition .
um there's a sample sensor and there's a sample speaker unit for
So , you would say like , good morning , coffeemaker , and it would respond , good morning , Jill ,
I'm not sure exactly how it's gonna work , 'cause do you programme do we program the responses and the questions .
I feel like voice recognition would be , I don't know , w it would be too hard to really","UI: Let me just add one more thing that I couldn't say before ,
UI: and that's just that there's the new technology that they've developed on the voice recognition .
PM: Sure .
UI: Um .
ME: Oh this the thing we were talking about earlier .
UI: Right
UI: except that it's sort of odd ,
UI: and I'm no not exactly sure why they are explaining it in the way they are ,
UI: um there's a sample sensor and there's a sample speaker unit for
UI: So , you would say like , good morning , coffeemaker , and it would respond , good morning , Jill ,
UI: but
PM: 
UI: I'm not sure exactly how it's gonna work , 'cause do you programme do we program the responses and the questions .
UI: So does that mean that the user then has to ask the specific question , and can't change it in order for it to be recognised ,
UI: or can it be altered in a certain way ,
UI: or does the actually user program it , to say a channel means this .
PM: Mm .
PM: Right .
PM: Right .
ME: Yeah ,
ME: like using the menu to be like , enter your name into the screen like on the menu options .
ME: So that way the remote reads it .
UI: Right ,
UI: so it's got like a limited memory and programme it .
UI: So it's sort of iffy ,
UI: but that's kind of what you'd say .
PM: Mm .
ME: I feel like voice recognition would be , I don't know , w it would be too hard to really
ME: I mean we could do it , but
PM: Hmm .
PM: Programme .
PM: If it's within our price to get that kind of chip that would , you know , technology
ME: Technology .
ID: Well , we are making the chip .
ID: So , I mean
PM: Hmm .
ID: But , I guess , we have to look at w what our production cost is for the chip itself anyway .
ID: Yeah .
ME: And it is a growing trend , the higher technological , like
PM: Mm .
ME: the , I mean just like the more advanced it is ,
ID: Yeah .
ME: the better it'll sell .
ID: I I thought offering some of those options for different materials that it could be made of different , you know
ID: I think we'd have to decide on the power options , maybe .
ID: So that we could reduce cost .
ID: Yeah .
PM: Hmm .
ME: Yeah ,
ME: 'cause we need to know how big it's gonna be and how heavy ."
The project manager recapped the decisions made in the previous meeting.,"Um these are our minutes from r the functional design .
We decided our target group is the focus on who can afford it ,
and we said it's for all age groups , different um functions of it .
Our main objectives were simplicity and fashion .
specific functions are something to keep the remote from getting lost , large buttons for the essential functions , a possibility for extra functions , like a sliding a sliding piece and a long-life battery or a charging station .","PM: Mm-hmm .
ID: Mm yeah .
PM: Okay .
PM: I g
PM: yeah .
PM: Time is it ?
ME: Fourteen twenty six .
PM: Okay .
PM: Lovely to see you all again .
PM: Um it's our conceptual design meeting
PM: and it's starting at approximately fourteen twenty five
PM: and so we have forty minutes for this one again
PM: and so we'll go just after three o'clock .
PM: Um okay
PM: our agenda ,
PM: we're gonna do an opening ,
PM: I'm gonna review the minutes of the last meeting ,
PM: then we'll have your three presentations um
PM: and then we'll have to make a decision on the remote control concepts ,
PM: and finally we'll close .
ID: Okay .
PM: So
PM: opening .
PM: Um these are our minutes from r the functional design .
PM: We decided our target group is the focus on who can afford it ,
PM: because we have international appeal
PM: and we said it's for all age groups , different um functions of it .
PM: Our main objectives were simplicity and fashion .
PM: And s um
PM: in
PM: specific functions are something to keep the remote from getting lost , large buttons for the essential functions , a possibility for extra functions , like a sliding a sliding piece and a long-life battery or a charging station .
PM: Okay ,
PM: now three presentations .
PM: I'd like to do it in this order , first do the conceptual specification of components , properties and materials um and then the conceptual specification of user interface and finally trend watching .
ID: That would be me .
UI: Yep ."
The User Interface Designer presented existing remote controls to help show the interface of the prototype.,"So I just look at some current designs uh on the web , of usually more complicated remote controls .
And let's look at two of them because uh th even though they have many buttons they look quite simple .
So it's basically more or less how we would like it , with a big volume control , big channel control , and mute and power ,
So basically , w software we will build will look more or less the same as these two .","UI: So I just look at some current designs uh on the web , of usually more complicated remote controls .
UI: And let's look at two of them because uh th even though they have many buttons they look quite simple .
UI: And in our case we just uh reject the buttons what we don't need and it become even simpler .
PM: Yeah .
UI: Um . So .
PM: And also does it uh fit well in hand ?
PM: Because it was uh th your wrist problem with the usage .
UI: Yeah .
UI: Well this these uh these remotes are quite big ,
UI: so go to the next page ,
UI: so .
UI: We have all these buttons as you can see , but most of them , we just need the ones in the middle .
PM: Yeah .
ID: Yeah .
PM: Yeah .
UI: So , from the bottom or whatever is there , uh the uh the numbers and then the top , uh until the ten also , this middle part ,
UI: and on the left one is exactly the same .
UI: So it's basically more or less how we would like it , with a big volume control , big channel control , and mute and power ,
UI: yeah ?
UI: These are the basic thing .
PM: Yeah .
PM: Yeah .
PM: Yeah .
PM: So it's only the central part .
UI: So basically , w software we will build will look more or less the same as these two .
PM: Yeah .
PM: With a maybe a more ergonomic design on on the bottom part .
UI: Yeah ,
UI: if you have , for example
UI: I think that the volume and the buttons that are there on the top are not very easy to reach with your thumb .
UI: It could be on the right side , for example .
UI: Yeah .
UI: Because we don't have these input buttons and this other stuff that they have .
PM: Yeah .
PM: Okay .
UI: And I think that the plastic cover is not very good uh idea because
PM: Okay .
UI: you open it , it can break , you ca you can do various things .
UI: Uh you just need to put the channel numbers somewhere a bit out of the way .
PM: Okay . S
PM: Okay .
PM: Will be down or
PM: Okay .
UI: So that they're separate a bit ,
UI: yeah .
UI: Uh and it's easy to press the other the big buttons , but uh , it's not that difficult to press the the channel buttons either .
UI: Mm .
UI: Yeah , I think that if you put the cover it will be even more difficult for the user .
PM: Okay .
UI: Alright , you won't yeah ."
The participants introduced themselves and their roles to each other.,"my name is uh Danny Wolfs .
I'm the Project Manager .
I'm Juergen Toffs .
I'm the User Interface Designer .
my name's uh .
I'm the Industrial Designer .
Um my function is the Marketing Expert .
I'm uh Tim .","UI: Hi .
ID: Hi .
PM: Hello .
ME: 
UI: Oh .
PM: Good morning .
UI: Good morning .
ID: Morning .
ME: Good morning .
PM: Uh before I start with the with the meeting I have a few things to tell you about the the setting we're in ,
PM: uh because we're uh being watched by uh Big Brother .
PM: So um
PM: Yeah . Yeah .
PM: This
PM: uh These are cameras ,
PM: so are these .
PM: This thing uh that looks like a pie ,
PM: are actually all microphones .
ME: By Big Brother ?
ID: 
ME: Okay .
ME: Mm-hmm .
ME: Yeah .
ME: Okay .
PM: So
PM: you must be careful with uh with uh all this .
PM: And uh as I can see you uh you have placed your laptops uh exactly on the place where it must be .
PM: And that has to do with the camera settings ,
PM: so we don't have our uh laptops in front of the cameras .
ME: Of our faces .
PM: And
PM: Indeed .
PM: So they can see our faces .
PM: Okay .
ME: 
ME: 
PM: Welcome at the kick-off meeting .
PM: My name is uh Danny Wolfs .
PM: Uh this is the agenda for today .
PM: Uh first a little opening .
PM: Uh I will introduce myself ,
PM: uh and uh I think it's very uh good to introduce uh yourself .
PM: Uh then uh a little bit of acquaintance , acquaintance to uh to to ourselves .
PM: So uh we get to know each other .
PM: Uh that will be done uh with a tool training from the he these two uh smart boards .
PM: Then the project plan .
PM: What we're going to do ,
PM: and how we're going to do it .
PM: Uh and discussion about that and a little closing at the end .
PM: Okay uh ,
PM: my name is uh Danny Wolfs .
PM: I'm the Project Manager .
PM: What's your name ?
UI: I'm Juergen Toffs .
UI: I'm the User Interface Designer .
PM: User interface , okay .
ID: Hi ,
ID: my name's uh .
ID: I'm the Industrial Designer .
PM: Industrial , yes .
ME: I'm uh Tim .
ME: Um my function is the Marketing Expert .
PM: Okay ,
PM: thank you ."
The Project Manager gave the group several new requirements for the project.,"and then I just wanna mention some new project requirements that came in .
Um , teletext is apparently outdated , so due to internet popularity , so that's off the list . Um ,
also our remote should be used only for television , um ,
Um and also we need to incorporate our corporate image onto this ,","PM: Um we have
PM: we'll discuss that
PM: and then I just wanna mention some new project requirements that came in .
PM: Um , teletext is apparently outdated , so due to internet popularity , so that's off the list . Um ,
ID: 
ID: 
PM: also our remote should be used only for television , um ,
PM: no extra internet kinda fancy things , just the remote and the television .
PM: Um and also we need to incorporate our corporate image onto this ,
PM: so um the phrase is , we put fashion in electronics ,
PM: so let's be fashionable I guess .
PM: Um if we have something
PM: I mean silver and and gold or yellow are our colours ,
PM: so if we had a like a kind of silver one like you saw , and yellow writing , something like that ."
The user interface designer discussed the technical functions of a remote and indicated that a user centered approach to designing the interface would be preferable.,"Um well what I found was that uh th the actual use of the remote control is to send messages to television set ,
adjust volume , that kind of thing .
There are some uh examples of remote controls .
You can see they are very different .
The one has got all the functions that you could possibly need and an lot of uh buttons etcetera .
And the other is uh more user friendly , little with big buttons .
Um I guess you could better y you should look at a a user centred uh approach ,
A lot of buttons they may think from I don't need s as much as that .
personal preferences is is uh a simple remote , with uh the basic functions that you can need that you could use .
And then uh make it I would make so that you can could uh use it on more than one appliance .
If you have one that uh uh does with the vi the the video , it could also work with uh with the stereo ,
you could reuse the buttons
And it should be a user friendly , clear buttons , and not too much .","UI: Shall I go uh next ?
PM: Yep .
UI: 'Kay .
PM: Please .
UI: So .
ME: 
ME: Smoking .
UI: Um well what I found was that uh th the actual use of the remote control is to send messages to television set ,
UI: how you uh d
UI: what you described uh just early .
UI: And this can be all sorts of medsa messages ,
UI: turn it on ,
UI: turn it off ,
UI: uh change the channel ,
UI: adjust volume , that kind of thing .
UI: Uh play video , teletext ,
UI: but also t uh play C D
UI: if you use it your C D player the remote control will that one .
UI: There are some uh examples of remote controls .
UI: You can see they are very different .
UI: The one has got all the functions that you could possibly need and an lot of uh buttons etcetera .
UI: And the other is uh more user friendly , little with big buttons .
UI: And uh not n all the the the the stuff you can do with it ,
UI: but uh the the essential stuff is there .
UI: Um I guess you could better y you should look at a a user centred uh approach ,
UI: because the customers have to use them
UI: and
UI: and if they don't think it's usable they won't uh buy it .
UI: A lot of buttons they may think from I don't need s as much as that .
UI: Uh , well
UI: perf
UI: personal preferences is is uh a simple remote , with uh the basic functions that you can need that you could use .
UI: But uh keep in mind the new functions of T V what we discussed earlier ,
UI: split screen and uh is that a function that you should have ?
UI: Because all the T V s will have them .
UI: Or because of only a few and isn't really necessary .
UI: And then uh make it I would make so that you can could uh use it on more than one appliance .
UI: If you have one that uh uh does with the vi the the video , it could also work with uh with the stereo ,
UI: because play is play and stop stop and that sort of thing .
UI: The shu c
UI: you could reuse the buttons
UI: so that you don't have to have a lot of buttons for uh anything .
UI: And it should be a user friendly , clear buttons , and not too much ."
